Tournament,PlayerID,Name,FName,Club,Lineup,Position,Price
1009899,4388229,Gloukh,Oscar,AJA,expected,midfielder,6.5
1009899,4388230,Bouwman,Aaron,AJA,unexpected,defender,4
1009899,4388231,Pasveer,Remko,AJA,unexpected,goalkeeper,4
1009899,4388232,Heerkens,Joeri,AJA,unexpected,goalkeeper,4
1009899,4388233,Klaassen,Davy,AJA,possible,midfielder,5.5
1009899,4388234,Sutalo ,Josip,AJA,unexpected,defender,4.5
1009899,4388235,McConnell,James,AJA,unexpected,midfielder,4.5
1009899,4388236,van den Boomen ,Branco,AJA,injured,midfielder,4.5
1009899,4388237,Weghorst,Wout,AJA,expected,forward,6
1009899,4388238,Godts,Mika,AJA,unexpected,midfielder,5.5
1009899,4388239,Dolberg,Kasper,AJA,unexpected,forward,7
1009899,4388240,Edvardsen,Oliver,AJA,unexpected,midfielder,5
1009899,4388241,Itakura,Ko,AJA,expected,defender,4.5
1009899,4388242,Wijndal,Owen,AJA,expected,defender,4.5
1009899,4388243,Gaaei,Anton,AJA,possible,defender,5
1009899,4388244,Rosa,Lucas,AJA,expected,defender,4.5
1009899,4388245,Fitz-Jim,Kian,AJA,expected,midfielder,5
1009899,4388246,Berghuis,Steven,AJA,expected,midfielder,6
1009899,4388247,Jaros,Vitezslav,AJA,expected,goalkeeper,4.5
1009899,4388248,Moro,Raul,AJA,expected,midfielder,5
1009899,4388249,Regeer,Youri,AJA,unexpected,midfielder,4.5
1009899,4388250,Konadu,Don-Angelo,AJA,unexpected,forward,4.5
1009899,4388251,Mokio,Jorthy,AJA,unexpected,midfielder,4.5
1009899,4388252,Taylor,Kenneth,AJA,expected,midfielder,5.5
1009899,4388253,Baas,Youri,AJA,expected,defender,4.5
1009899,4388254,Saliba,William,ARS,expected,defender,6
1009899,4388255,Mosquera,Cristhian,ARS,unexpected,defender,5
1009899,4388256,Merino,Mikel,ARS,possible,midfielder,6
1009899,4388257,Timber,Jurrien,ARS,expected,defender,6
1009899,4388258,Hincapie,Piero,ARS,possible,defender,5.5
1009899,4388259,Rice,Declan,ARS,expected,midfielder,7
1009899,4388260,Norgaard ,Christian,ARS,unexpected,midfielder,5
1009899,4388261,Raya,David,ARS,expected,goalkeeper,6
1009899,4388262,Martinelli,Gabriel,ARS,expected,midfielder,7.5
1009899,4388263,White,Ben,ARS,unexpected,defender,5.5
1009899,4388264,Trossard,Leandro,ARS,unexpected,midfielder,7.5
1009899,4388265,Calafiori,Riccardo,ARS,expected,defender,6
1009899,4388266,Saka,Bukayo,ARS,injured,midfielder,11
1009899,4388267,Gabriel,Gabriel,ARS,expected,defender,6
1009899,4388268,Zubimendi,Martin,ARS,expected,midfielder,5
1009899,4388269,Arrizabalaga,Kepa,ARS,unexpected,goalkeeper,5.5
1009899,4388270,Madueke,Noni,ARS,expected,midfielder,6.5
1009899,4388271,Odegaard ,Martin,ARS,expected,midfielder,7
1009899,4388272,Gyokeres,Viktor,ARS,expected,forward,10.5
1009899,4388273,Havertz ,Kai,ARS,injured,forward,8
1009899,4388274,Eze,Eberechi,ARS,possible,midfielder,8.5
1009899,4388275,Dowman,Max,ARS,unexpected,midfielder,5.5
1009899,4388276,Scalvini,Giorgio,ATA,expected,defender,5
1009899,4388277,Djimsiti,Berat,ATA,expected,defender,5
1009899,4388278,Rossi,Francesco,ATA,unexpected,goalkeeper,4
1009899,4388279,Kolasinac ,Sead,ATA,unexpected,defender,5
1009899,4388280,Kossounou,Odilon,ATA,possible,defender,5
1009899,4388281,Carnesecchi,Marco,ATA,expected,goalkeeper,5
1009899,4388282,Hien,Isak,ATA,expected,defender,5
1009899,4388283,Bellanova,Raoul,ATA,expected,defender,6
1009899,4388284,Sportiello,Marco,ATA,unexpected,goalkeeper,4.5
1009899,4388285,Bernasconi,Lorenzo,ATA,unexpected,midfielder,4.5
1009899,4388286,Pasalic,Mario,ATA,expected,midfielder,6
1009899,4388287,Zalewski,Nicola,ATA,expected,midfielder,6.5
1009899,4388288,Ahanor,Honest,ATA,unexpected,defender,4.5
1009899,4388289,Krstovic,Nikola,ATA,unexpected,forward,6
1009899,4388290,De Ketelaere,Charles,ATA,expected,midfielder,7.5
1009899,4388291,Ederson,Ederson,ATA,injured,midfielder,5
1009899,4388292,Sulemana,Kamaldeen,ATA,unexpected,midfielder,5.5
1009899,4388293,de Roon ,Marten,ATA,expected,midfielder,5
1009899,4388294,Brescianini,Marco,ATA,unexpected,midfielder,4.5
1009899,4388295,Maldini,Daniel,ATA,expected,midfielder,6.5
1009899,4388296,Samardzic,Lazar,ATA,unexpected,midfielder,5.5
1009899,4388297,Lookman ,Ademola,ATA,unexpected,midfielder,8
1009899,4388298,Musah,Yunus,ATA,possible,midfielder,5
1009899,4388299,Zappacosta,Davide,ATA,possible,defender,6
